id_str;from_user;text;created_at;time;lat;lng;iso_language_code;to_user_id_str;from_user_id_str;source;profile_image_url;status_url;entities_str
482497808915005440;PaolaTassi;#Prato A me li voglian bene. Le bariste del #circolo di #Coiano #pranzocolazione @ casa del popolo di… http://t.co/9N9sqBECaJ;Fri Jun 27 12:16:56 +0000 2014;27/06/2014 13:16:56;43.89610532;11.10164652;;;490820347;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";http://pbs.twimg.com/profile_images/471965474620973056/0vgOuOEB_normal.jpeg;http://twitter.com/PaolaTassi/statuses/482497808915005440;
482436592976818176;ShelovesDuff;Felice con poco ♡ #labrador #retriever #nero #Mia #amore #prato #labradornero #black #blacklab… http://t.co/5UU2KHPEkZ;Fri Jun 27 08:13:41 +0000 2014;27/06/2014 09:13:41;45.04284955;7.63963761;;;216423829;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";http://pbs.twimg.com/profile_images/477336984373841920/nv_99ixF_normal.png;http://twitter.com/ShelovesDuff/statuses/482436592976818176;
